"Total Imported customers",498
"New Imported customers",498
"Already existing customers",0
"SKIPPED ROWS",0
Email,"Already customer","Prev PO","First Order Status","Previous Orders"
test.mercy8@mailinator.com,NO,,,
test.mercy9@mailinator.com,NO,,,
test.mercy10@mailinator.com,NO,,,
test.mercy11@mailinator.com,NO,,,
test.mercy12@mailinator.com,NO,,,
test.mercy13@mailinator.com,NO,,,
test.mercy14@mailinator.com,NO,,,
test.mercy15@mailinator.com,NO,,,
test.mercy16@mailinator.com,NO,,,
test.mercy17@mailinator.com,NO,,,
test.mercy18@mailinator.com,NO,,,
test.mercy19@mailinator.com,NO,,,
test.mercy20@mailinator.com,NO,,,
test.mercy21@mailinator.com,NO,,,
test.mercy22@mailinator.com,NO,,,
test.mercy23@mailinator.com,NO,,,
test.mercy24@mailinator.com,NO,,,
test.mercy25@mailinator.com,NO,,,
test.mercy26@mailinator.com,NO,,,
test.mercy27@mailinator.com,NO,,,
test.mercy28@mailinator.com,NO,,,
test.mercy29@mailinator.com,NO,,,
test.mercy30@mailinator.com,NO,,,
test.mercy31@mailinator.com,NO,,,
test.mercy32@mailinator.com,NO,,,
test.mercy33@mailinator.com,NO,,,
test.mercy34@mailinator.com,NO,,,
test.mercy35@mailinator.com,NO,,,
test.mercy36@mailinator.com,NO,,,
test.mercy37@mailinator.com,NO,,,
test.mercy38@mailinator.com,NO,,,
test.mercy39@mailinator.com,NO,,,
test.mercy40@mailinator.com,NO,,,
test.mercy41@mailinator.com,NO,,,
test.mercy42@mailinator.com,NO,,,
test.mercy43@mailinator.com,NO,,,
test.mercy44@mailinator.com,NO,,,
test.mercy45@mailinator.com,NO,,,
test.mercy46@mailinator.com,NO,,,
test.mercy47@mailinator.com,NO,,,
test.mercy48@mailinator.com,NO,,,
test.mercy49@mailinator.com,NO,,,
test.mercy50@mailinator.com,NO,,,
test.mercy51@mailinator.com,NO,,,
test.mercy52@mailinator.com,NO,,,
test.mercy53@mailinator.com,NO,,,
test.mercy54@mailinator.com,NO,,,
test.mercy55@mailinator.com,NO,,,
test.mercy56@mailinator.com,NO,,,
test.mercy57@mailinator.com,NO,,,
